id,date,store_nbr,family,sales,onpromotion
340232,2013-07-10,6,BEAUTY,1.0,0
340237,2013-07-10,6,CLEANING,881.0,0
340260,2013-07-10,6,PRODUCE,2.0,0
340265,2013-07-10,7,BEAUTY,5.0,0
340270,2013-07-10,7,CLEANING,914.0,0
340293,2013-07-10,7,PRODUCE,7.0,0
340298,2013-07-10,8,BEAUTY,6.0,0
340303,2013-07-10,8,CLEANING,1116.0,0
340326,2013-07-10,8,PRODUCE,0.0,0
340331,2013-07-10,9,BEAUTY,3.0,0
340336,2013-07-10,9,CLEANING,1107.0,0
340359,2013-07-10,9,PRODUCE,0.0,0
340364,2013-07-11,1,BEAUTY,1.0,0
340369,2013-07-11,1,CLEANING,628.0,0
340392,2013-07-11,1,PRODUCE,2.0,0
340397,2013-07-11,10,BEAUTY,0.0,0
340402,2013-07-11,10,CLEANING,650.0,0
340425,2013-07-11,10,PRODUCE,0.0,0
340727,2013-07-11,2,BEAUTY,2.0,0
340732,2013-07-11,2,CLEANING,710.0,0
340755,2013-07-11,2,PRODUCE,0.0,0
341090,2013-07-11,3,BEAUTY,3.0,0
341095,2013-07-11,3,CLEANING,1571.0,0
341118,2013-07-11,3,PRODUCE,8.0,0
341453,2013-07-11,4,BEAUTY,3.0,0
341458,2013-07-11,4,CLEANING,518.0,0
341481,2013-07-11,4,PRODUCE,3.0,0
341816,2013-07-11,5,BEAUTY,4.0,0
341821,2013-07-11,5,CLEANING,802.0,0
341844,2013-07-11,5,PRODUCE,3.0,0
342014,2013-07-11,6,BEAUTY,3.0,0
342019,2013-07-11,6,CLEANING,743.0,0
342042,2013-07-11,6,PRODUCE,16.0,0
342047,2013-07-11,7,BEAUTY,1.0,0
342052,2013-07-11,7,CLEANING,812.0,0
342075,2013-07-11,7,PRODUCE,5.0,0
342080,2013-07-11,8,BEAUTY,6.0,0
342085,2013-07-11,8,CLEANING,872.0,0
342108,2013-07-11,8,PRODUCE,0.0,0
342113,2013-07-11,9,BEAUTY,4.0,0
342118,2013-07-11,9,CLEANING,1225.0,0
342141,2013-07-11,9,PRODUCE,0.0,0
342146,2013-07-12,1,BEAUTY,3.0,0
342151,2013-07-12,1,CLEANING,586.0,0
342174,2013-07-12,1,PRODUCE,13.0,0
342179,2013-07-12,10,BEAUTY,1.0,0
342184,2013-07-12,10,CLEANING,679.0,0
342207,2013-07-12,10,PRODUCE,0.0,0
342509,2013-07-12,2,BEAUTY,4.0,0
342514,2013-07-12,2,CLEANING,784.0,0
342537,2013-07-12,2,PRODUCE,37.0,0
342872,2013-07-12,3,BEAUTY,7.0,0
342877,2013-07-12,3,CLEANING,1426.0,0
342900,2013-07-12,3,PRODUCE,34.0,0
343235,2013-07-12,4,BEAUTY,3.0,0
343240,2013-07-12,4,CLEANING,670.0,0
343263,2013-07-12,4,PRODUCE,16.0,0
343598,2013-07-12,5,BEAUTY,6.0,0
343603,2013-07-12,5,CLEANING,837.0,0
343626,2013-07-12,5,PRODUCE,2.0,0
343796,2013-07-12,6,BEAUTY,5.0,0
343801,2013-07-12,6,CLEANING,830.0,0
343824,2013-07-12,6,PRODUCE,21.0,0
343829,2013-07-12,7,BEAUTY,2.0,0
343834,2013-07-12,7,CLEANING,784.0,0
343857,2013-07-12,7,PRODUCE,24.0,0
343862,2013-07-12,8,BEAUTY,4.0,0
343867,2013-07-12,8,CLEANING,875.0,0
343890,2013-07-12,8,PRODUCE,3.0,0
343895,2013-07-12,9,BEAUTY,4.0,0
343900,2013-07-12,9,CLEANING,1013.0,0
343923,2013-07-12,9,PRODUCE,0.0,0
343928,2013-07-13,1,BEAUTY,3.0,0
343933,2013-07-13,1,CLEANING,520.0,0
343956,2013-07-13,1,PRODUCE,6.0,0
343961,2013-07-13,10,BEAUTY,4.0,0
343966,2013-07-13,10,CLEANING,852.0,0
343989,2013-07-13,10,PRODUCE,0.0,0
344291,2013-07-13,2,BEAUTY,7.0,0
344296,2013-07-13,2,CLEANING,998.0,0
344319,2013-07-13,2,PRODUCE,13.0,0
344654,2013-07-13,3,BEAUTY,5.0,0
344659,2013-07-13,3,CLEANING,2013.0,0
344682,2013-07-13,3,PRODUCE,9.0,0
345017,2013-07-13,4,BEAUTY,4.0,0
345022,2013-07-13,4,CLEANING,936.0,0
345045,2013-07-13,4,PRODUCE,28.0,0
345380,2013-07-13,5,BEAUTY,7.0,0
345385,2013-07-13,5,CLEANING,1032.0,0
345408,2013-07-13,5,PRODUCE,17.0,0
345578,2013-07-13,6,BEAUTY,7.0,0
345583,2013-07-13,6,CLEANING,1141.0,0
345606,2013-07-13,6,PRODUCE,41.0,0
345611,2013-07-13,7,BEAUTY,4.0,0
345616,2013-07-13,7,CLEANING,767.0,0
345639,2013-07-13,7,PRODUCE,33.0,0
345644,2013-07-13,8,BEAUTY,6.0,0
345649,2013-07-13,8,CLEANING,1378.0,0
345672,2013-07-13,8,PRODUCE,8.0,0
345677,2013-07-13,9,BEAUTY,6.0,0
345682,2013-07-13,9,CLEANING,1934.0,0
345705,2013-07-13,9,PRODUCE,0.0,0
345710,2013-07-14,1,BEAUTY,0.0,0
345715,2013-07-14,1,CLEANING,196.0,0
345738,2013-07-14,1,PRODUCE,22.0,0
345743,2013-07-14,10,BEAUTY,0.0,0
345748,2013-07-14,10,CLEANING,722.0,0
345771,2013-07-14,10,PRODUCE,0.0,0
346073,2013-07-14,2,BEAUTY,6.0,0
346078,2013-07-14,2,CLEANING,946.0,0
346101,2013-07-14,2,PRODUCE,8.0,0
346436,2013-07-14,3,BEAUTY,8.0,0
346441,2013-07-14,3,CLEANING,1941.0,0
346464,2013-07-14,3,PRODUCE,26.0,0
346799,2013-07-14,4,BEAUTY,9.0,0
346804,2013-07-14,4,CLEANING,856.0,0
346827,2013-07-14,4,PRODUCE,12.0,0
347162,2013-07-14,5,BEAUTY,4.0,0
347167,2013-07-14,5,CLEANING,1103.0,0
347190,2013-07-14,5,PRODUCE,8.0,0
347360,2013-07-14,6,BEAUTY,8.0,0
347365,2013-07-14,6,CLEANING,1286.0,0
347388,2013-07-14,6,PRODUCE,32.0,0
347393,2013-07-14,7,BEAUTY,4.0,0
347398,2013-07-14,7,CLEANING,727.0,0
347421,2013-07-14,7,PRODUCE,21.0,0
347426,2013-07-14,8,BEAUTY,6.0,0
347431,2013-07-14,8,CLEANING,1302.0,0
347454,2013-07-14,8,PRODUCE,1.0,0
347459,2013-07-14,9,BEAUTY,8.0,0
347464,2013-07-14,9,CLEANING,1681.0,0
347487,2013-07-14,9,PRODUCE,0.0,0
347492,2013-07-15,1,BEAUTY,1.0,0
347497,2013-07-15,1,CLEANING,605.0,0
347520,2013-07-15,1,PRODUCE,1.0,0
347525,2013-07-15,10,BEAUTY,0.0,0
347530,2013-07-15,10,CLEANING,705.0,0
347553,2013-07-15,10,PRODUCE,0.0,0
347855,2013-07-15,2,BEAUTY,5.0,0
347860,2013-07-15,2,CLEANING,760.0,0
347883,2013-07-15,2,PRODUCE,31.0,0
348218,2013-07-15,3,BEAUTY,6.0,0
348223,2013-07-15,3,CLEANING,1556.0,0
348246,2013-07-15,3,PRODUCE,3.0,0
348581,2013-07-15,4,BEAUTY,3.0,0
348586,2013-07-15,4,CLEANING,797.0,0
348609,2013-07-15,4,PRODUCE,0.0,0
348944,2013-07-15,5,BEAUTY,3.0,0
348949,2013-07-15,5,CLEANING,1011.0,0
348972,2013-07-15,5,PRODUCE,3.0,0
349142,2013-07-15,6,BEAUTY,6.0,0
349147,2013-07-15,6,CLEANING,1013.0,0
349170,2013-07-15,6,PRODUCE,9.0,0
349175,2013-07-15,7,BEAUTY,10.0,0
349180,2013-07-15,7,CLEANING,1005.0,0
349203,2013-07-15,7,PRODUCE,5.0,0
349208,2013-07-15,8,BEAUTY,8.0,0
349213,2013-07-15,8,CLEANING,1039.0,0
349236,2013-07-15,8,PRODUCE,2.0,0
349241,2013-07-15,9,BEAUTY,5.0,0
349246,2013-07-15,9,CLEANING,1465.0,0
349269,2013-07-15,9,PRODUCE,0.0,0
349274,2013-07-16,1,BEAUTY,5.0,0
349279,2013-07-16,1,CLEANING,730.0,0
349302,2013-07-16,1,PRODUCE,3.0,0
349307,2013-07-16,10,BEAUTY,0.0,0
349312,2013-07-16,10,CLEANING,805.0,0
349335,2013-07-16,10,PRODUCE,0.0,0
349637,2013-07-16,2,BEAUTY,3.0,0
349642,2013-07-16,2,CLEANING,956.0,0
349665,2013-07-16,2,PRODUCE,3.0,0
350000,2013-07-16,3,BEAUTY,4.0,0
350005,2013-07-16,3,CLEANING,1696.0,0
350028,2013-07-16,3,PRODUCE,6.0,0
350363,2013-07-16,4,BEAUTY,6.0,0
350368,2013-07-16,4,CLEANING,808.0,0
350391,2013-07-16,4,PRODUCE,3.0,0
350726,2013-07-16,5,BEAUTY,3.0,0
350731,2013-07-16,5,CLEANING,851.0,0
350754,2013-07-16,5,PRODUCE,3.0,0
350924,2013-07-16,6,BEAUTY,5.0,0
350929,2013-07-16,6,CLEANING,981.0,0
350952,2013-07-16,6,PRODUCE,6.0,0
350957,2013-07-16,7,BEAUTY,7.0,0
350962,2013-07-16,7,CLEANING,855.0,0
350985,2013-07-16,7,PRODUCE,9.0,0
350990,2013-07-16,8,BEAUTY,6.0,0
350995,2013-07-16,8,CLEANING,1113.0,0
351018,2013-07-16,8,PRODUCE,1.0,0
351023,2013-07-16,9,BEAUTY,4.0,0
351028,2013-07-16,9,CLEANING,1334.0,0
351051,2013-07-16,9,PRODUCE,0.0,0
351056,2013-07-17,1,BEAUTY,3.0,0
351061,2013-07-17,1,CLEANING,800.0,0
351084,2013-07-17,1,PRODUCE,2.0,0
351089,2013-07-17,10,BEAUTY,0.0,0
351094,2013-07-17,10,CLEANING,625.0,0
351117,2013-07-17,10,PRODUCE,0.0,0
351419,2013-07-17,2,BEAUTY,1.0,0
351424,2013-07-17,2,CLEANING,727.0,0
351447,2013-07-17,2,PRODUCE,9.0,0
351782,2013-07-17,3,BEAUTY,6.0,0
351787,2013-07-17,3,CLEANING,1723.0,0
351810,2013-07-17,3,PRODUCE,4.0,0
352145,2013-07-17,4,BEAUTY,1.0,0
352150,2013-07-17,4,CLEANING,1347.0,0
352173,2013-07-17,4,PRODUCE,4.0,0
352508,2013-07-17,5,BEAUTY,8.0,0
352513,2013-07-17,5,CLEANING,902.0,0
352536,2013-07-17,5,PRODUCE,1.0,0
352706,2013-07-17,6,BEAUTY,3.0,0
352711,2013-07-17,6,CLEANING,1051.0,0
352734,2013-07-17,6,PRODUCE,6.0,0
352739,2013-07-17,7,BEAUTY,5.0,0
352744,2013-07-17,7,CLEANING,962.0,0
352767,2013-07-17,7,PRODUCE,7.0,0
352772,2013-07-17,8,BEAUTY,6.0,0
352777,2013-07-17,8,CLEANING,1102.0,0
352800,2013-07-17,8,PRODUCE,1.0,0
352805,2013-07-17,9,BEAUTY,6.0,0
352810,2013-07-17,9,CLEANING,1215.0,0
352833,2013-07-17,9,PRODUCE,0.0,0
352838,2013-07-18,1,BEAUTY,5.0,0
352843,2013-07-18,1,CLEANING,621.0,0
352866,2013-07-18,1,PRODUCE,2.0,0
352871,2013-07-18,10,BEAUTY,1.0,0
352876,2013-07-18,10,CLEANING,694.0,0
352899,2013-07-18,10,PRODUCE,0.0,0
353201,2013-07-18,2,BEAUTY,1.0,0
353206,2013-07-18,2,CLEANING,834.0,0
353229,2013-07-18,2,PRODUCE,2.0,0
353564,2013-07-18,3,BEAUTY,7.0,0
353569,2013-07-18,3,CLEANING,1147.0,0
353592,2013-07-18,3,PRODUCE,7.0,0
353927,2013-07-18,4,BEAUTY,5.0,0
353932,2013-07-18,4,CLEANING,594.0,0
353955,2013-07-18,4,PRODUCE,4.0,0
354290,2013-07-18,5,BEAUTY,4.0,0
354295,2013-07-18,5,CLEANING,739.0,0
354318,2013-07-18,5,PRODUCE,3.0,0
354488,2013-07-18,6,BEAUTY,4.0,0
354493,2013-07-18,6,CLEANING,743.0,0
354516,2013-07-18,6,PRODUCE,5.0,0
354521,2013-07-18,7,BEAUTY,1.0,0
354526,2013-07-18,7,CLEANING,700.0,0
354549,2013-07-18,7,PRODUCE,5.0,0
354554,2013-07-18,8,BEAUTY,8.0,0
354559,2013-07-18,8,CLEANING,911.0,0
354582,2013-07-18,8,PRODUCE,3.0,0
354587,2013-07-18,9,BEAUTY,8.0,0
354592,2013-07-18,9,CLEANING,1064.0,0
354615,2013-07-18,9,PRODUCE,0.0,0
354620,2013-07-19,1,BEAUTY,2.0,0
354625,2013-07-19,1,CLEANING,786.0,0
354648,2013-07-19,1,PRODUCE,11.0,0
354653,2013-07-19,10,BEAUTY,1.0,0
354658,2013-07-19,10,CLEANING,568.0,0
354681,2013-07-19,10,PRODUCE,0.0,0
354983,2013-07-19,2,BEAUTY,6.0,0
354988,2013-07-19,2,CLEANING,762.0,0
355011,2013-07-19,2,PRODUCE,42.0,0
355346,2013-07-19,3,BEAUTY,12.0,0
355351,2013-07-19,3,CLEANING,1797.0,0
355374,2013-07-19,3,PRODUCE,30.0,0
355709,2013-07-19,4,BEAUTY,3.0,0
355714,2013-07-19,4,CLEANING,603.0,0
355737,2013-07-19,4,PRODUCE,12.0,0
356072,2013-07-19,5,BEAUTY,3.0,0
356077,2013-07-19,5,CLEANING,863.0,0
356100,2013-07-19,5,PRODUCE,11.0,0
356270,2013-07-19,6,BEAUTY,1.0,0
356275,2013-07-19,6,CLEANING,868.0,0
356298,2013-07-19,6,PRODUCE,21.0,0
356303,2013-07-19,7,BEAUTY,3.0,0
356308,2013-07-19,7,CLEANING,739.0,0
356331,2013-07-19,7,PRODUCE,30.0,0
356336,2013-07-19,8,BEAUTY,8.0,0
356341,2013-07-19,8,CLEANING,992.0,0
356364,2013-07-19,8,PRODUCE,9.0,0
356369,2013-07-19,9,BEAUTY,2.0,0
356374,2013-07-19,9,CLEANING,1106.0,0
356397,2013-07-19,9,PRODUCE,0.0,0
356402,2013-07-20,1,BEAUTY,3.0,0
356407,2013-07-20,1,CLEANING,494.0,0
356430,2013-07-20,1,PRODUCE,0.0,0
356435,2013-07-20,10,BEAUTY,2.0,0
356440,2013-07-20,10,CLEANING,858.0,0
356463,2013-07-20,10,PRODUCE,0.0,0
356765,2013-07-20,2,BEAUTY,3.0,0
356770,2013-07-20,2,CLEANING,842.0,0
356793,2013-07-20,2,PRODUCE,7.0,0
357128,2013-07-20,3,BEAUTY,10.0,0
357133,2013-07-20,3,CLEANING,2138.0,0
357156,2013-07-20,3,PRODUCE,48.0,0
357491,2013-07-20,4,BEAUTY,4.0,0
357496,2013-07-20,4,CLEANING,930.0,0
357519,2013-07-20,4,PRODUCE,26.0,0
357854,2013-07-20,5,BEAUTY,6.0,0
357859,2013-07-20,5,CLEANING,1035.0,0
357882,2013-07-20,5,PRODUCE,9.0,0
358052,2013-07-20,6,BEAUTY,4.0,0
358057,2013-07-20,6,CLEANING,1159.0,0
358080,2013-07-20,6,PRODUCE,51.0,0
358085,2013-07-20,7,BEAUTY,6.0,0
358090,2013-07-20,7,CLEANING,843.0,0
358113,2013-07-20,7,PRODUCE,33.0,0
358118,2013-07-20,8,BEAUTY,6.0,0
358123,2013-07-20,8,CLEANING,1362.0,0
358146,2013-07-20,8,PRODUCE,7.0,0
358151,2013-07-20,9,BEAUTY,2.0,0
358156,2013-07-20,9,CLEANING,1562.0,0
358179,2013-07-20,9,PRODUCE,0.0,0
358184,2013-07-21,1,BEAUTY,1.0,0
358189,2013-07-21,1,CLEANING,215.0,0
358212,2013-07-21,1,PRODUCE,23.0,0
358217,2013-07-21,10,BEAUTY,1.0,0
358222,2013-07-21,10,CLEANING,630.0,0
358245,2013-07-21,10,PRODUCE,0.0,0
358547,2013-07-21,2,BEAUTY,6.0,0
358552,2013-07-21,2,CLEANING,970.0,0
358575,2013-07-21,2,PRODUCE,10.0,0
358910,2013-07-21,3,BEAUTY,8.0,0
358915,2013-07-21,3,CLEANING,2079.0,0
358938,2013-07-21,3,PRODUCE,23.0,0
359273,2013-07-21,4,BEAUTY,3.0,0
359278,2013-07-21,4,CLEANING,909.0,0
359301,2013-07-21,4,PRODUCE,11.0,0
359636,2013-07-21,5,BEAUTY,2.0,0
359641,2013-07-21,5,CLEANING,1184.0,0
359664,2013-07-21,5,PRODUCE,12.0,0
359834,2013-07-21,6,BEAUTY,8.0,0
359839,2013-07-21,6,CLEANING,1493.0,0
359862,2013-07-21,6,PRODUCE,36.0,0
359867,2013-07-21,7,BEAUTY,5.0,0
359872,2013-07-21,7,CLEANING,679.0,0
359895,2013-07-21,7,PRODUCE,41.0,0
359900,2013-07-21,8,BEAUTY,7.0,0
359905,2013-07-21,8,CLEANING,1307.0,0
359928,2013-07-21,8,PRODUCE,3.0,0
359933,2013-07-21,9,BEAUTY,1.0,0
359938,2013-07-21,9,CLEANING,1652.0,0
359961,2013-07-21,9,PRODUCE,0.0,0
359966,2013-07-22,1,BEAUTY,0.0,0
359971,2013-07-22,1,CLEANING,563.0,0
359994,2013-07-22,1,PRODUCE,2.0,0
359999,2013-07-22,10,BEAUTY,1.0,0
360004,2013-07-22,10,CLEANING,621.0,0
360027,2013-07-22,10,PRODUCE,0.0,0
360329,2013-07-22,2,BEAUTY,9.0,0
360334,2013-07-22,2,CLEANING,779.0,0
360357,2013-07-22,2,PRODUCE,25.0,0
360692,2013-07-22,3,BEAUTY,10.0,0
360697,2013-07-22,3,CLEANING,1662.0,0
360720,2013-07-22,3,PRODUCE,3.0,0
361055,2013-07-22,4,BEAUTY,3.0,0
361060,2013-07-22,4,CLEANING,858.0,0
361083,2013-07-22,4,PRODUCE,2.0,0
361418,2013-07-22,5,BEAUTY,4.0,0
361423,2013-07-22,5,CLEANING,1016.0,0
361446,2013-07-22,5,PRODUCE,1.0,0
361616,2013-07-22,6,BEAUTY,3.0,0
361621,2013-07-22,6,CLEANING,1088.0,0
361644,2013-07-22,6,PRODUCE,3.0,0
361649,2013-07-22,7,BEAUTY,0.0,0
361654,2013-07-22,7,CLEANING,1022.0,0
361677,2013-07-22,7,PRODUCE,1.0,0
361682,2013-07-22,8,BEAUTY,3.0,0
361687,2013-07-22,8,CLEANING,1143.0,0
361710,2013-07-22,8,PRODUCE,0.0,0
361715,2013-07-22,9,BEAUTY,5.0,0
361720,2013-07-22,9,CLEANING,1405.0,0
361743,2013-07-22,9,PRODUCE,0.0,0
361748,2013-07-23,1,BEAUTY,3.0,0
361753,2013-07-23,1,CLEANING,682.0,0
361776,2013-07-23,1,PRODUCE,1.0,0
361781,2013-07-23,10,BEAUTY,1.0,0
361786,2013-07-23,10,CLEANING,747.0,0
361809,2013-07-23,10,PRODUCE,0.0,0
362111,2013-07-23,2,BEAUTY,3.0,0
362116,2013-07-23,2,CLEANING,708.0,0
362139,2013-07-23,2,PRODUCE,0.0,0
362474,2013-07-23,3,BEAUTY,7.0,0
362479,2013-07-23,3,CLEANING,1646.0,0
362502,2013-07-23,3,PRODUCE,5.0,0
362837,2013-07-23,4,BEAUTY,4.0,0
362842,2013-07-23,4,CLEANING,645.0,0
362865,2013-07-23,4,PRODUCE,6.0,0
363200,2013-07-23,5,BEAUTY,7.0,0
363205,2013-07-23,5,CLEANING,866.0,0
363228,2013-07-23,5,PRODUCE,3.0,0
363398,2013-07-23,6,BEAUTY,3.0,0
363403,2013-07-23,6,CLEANING,897.0,0
363426,2013-07-23,6,PRODUCE,5.0,0
363431,2013-07-23,7,BEAUTY,2.0,0
363436,2013-07-23,7,CLEANING,886.0,0
363459,2013-07-23,7,PRODUCE,7.0,0
363464,2013-07-23,8,BEAUTY,5.0,0
363469,2013-07-23,8,CLEANING,957.0,0
363492,2013-07-23,8,PRODUCE,2.0,0
363497,2013-07-23,9,BEAUTY,5.0,0
363502,2013-07-23,9,CLEANING,1164.0,0
363525,2013-07-23,9,PRODUCE,0.0,0
363530,2013-07-24,1,BEAUTY,3.0,0
363535,2013-07-24,1,CLEANING,810.0,0
363558,2013-07-24,1,PRODUCE,3.0,0
363563,2013-07-24,10,BEAUTY,0.0,0
363568,2013-07-24,10,CLEANING,650.0,0
363591,2013-07-24,10,PRODUCE,0.0,0
363893,2013-07-24,2,BEAUTY,3.0,0
363898,2013-07-24,2,CLEANING,744.0,0
363921,2013-07-24,2,PRODUCE,31.0,0
364256,2013-07-24,3,BEAUTY,7.0,0
364261,2013-07-24,3,CLEANING,1690.0,0
364284,2013-07-24,3,PRODUCE,6.0,0
364619,2013-07-24,4,BEAUTY,3.0,0
364624,2013-07-24,4,CLEANING,666.0,0
364647,2013-07-24,4,PRODUCE,1.0,0
364982,2013-07-24,5,BEAUTY,6.0,0
364987,2013-07-24,5,CLEANING,968.0,0
365010,2013-07-24,5,PRODUCE,4.0,0
365180,2013-07-24,6,BEAUTY,3.0,0
365185,2013-07-24,6,CLEANING,833.0,0
365208,2013-07-24,6,PRODUCE,12.0,0
365213,2013-07-24,7,BEAUTY,1.0,0
365218,2013-07-24,7,CLEANING,1010.0,0
365241,2013-07-24,7,PRODUCE,8.0,0
365246,2013-07-24,8,BEAUTY,8.0,0
365251,2013-07-24,8,CLEANING,1022.0,0
365274,2013-07-24,8,PRODUCE,0.0,0
365279,2013-07-24,9,BEAUTY,3.0,0
365284,2013-07-24,9,CLEANING,1158.0,0
365307,2013-07-24,9,PRODUCE,0.0,0
365312,2013-07-25,1,BEAUTY,4.0,0
365317,2013-07-25,1,CLEANING,628.0,0
365340,2013-07-25,1,PRODUCE,2.0,0
365345,2013-07-25,10,BEAUTY,5.0,0
365350,2013-07-25,10,CLEANING,539.0,0
365373,2013-07-25,10,PRODUCE,0.0,0
365675,2013-07-25,2,BEAUTY,1.0,0
365680,2013-07-25,2,CLEANING,627.0,0
365703,2013-07-25,2,PRODUCE,5.0,0
366038,2013-07-25,3,BEAUTY,8.0,0
366043,2013-07-25,3,CLEANING,1352.0,0
366066,2013-07-25,3,PRODUCE,13.0,0
366401,2013-07-25,4,BEAUTY,1.0,0
366406,2013-07-25,4,CLEANING,1013.0,0
366429,2013-07-25,4,PRODUCE,4.0,0
366764,2013-07-25,5,BEAUTY,7.0,0
366769,2013-07-25,5,CLEANING,788.0,0
366792,2013-07-25,5,PRODUCE,4.0,0
366962,2013-07-25,6,BEAUTY,2.0,0
366967,2013-07-25,6,CLEANING,718.0,0
366990,2013-07-25,6,PRODUCE,23.0,0
366995,2013-07-25,7,BEAUTY,3.0,0
367000,2013-07-25,7,CLEANING,783.0,0
367023,2013-07-25,7,PRODUCE,11.0,0
367028,2013-07-25,8,BEAUTY,5.0,0
367033,2013-07-25,8,CLEANING,939.0,0
367056,2013-07-25,8,PRODUCE,0.0,0
367061,2013-07-25,9,BEAUTY,4.0,0
367066,2013-07-25,9,CLEANING,1130.0,0
367089,2013-07-25,9,PRODUCE,0.0,0
367094,2013-07-26,1,BEAUTY,5.0,0
367099,2013-07-26,1,CLEANING,510.0,0
367122,2013-07-26,1,PRODUCE,9.0,0
367127,2013-07-26,10,BEAUTY,0.0,0
367132,2013-07-26,10,CLEANING,462.0,0
367155,2013-07-26,10,PRODUCE,0.0,0
367457,2013-07-26,2,BEAUTY,3.0,0
367462,2013-07-26,2,CLEANING,656.0,0
367485,2013-07-26,2,PRODUCE,29.0,0
367820,2013-07-26,3,BEAUTY,7.0,0
367825,2013-07-26,3,CLEANING,1415.0,0
367848,2013-07-26,3,PRODUCE,36.0,0
368183,2013-07-26,4,BEAUTY,4.0,0
368188,2013-07-26,4,CLEANING,662.0,0
368211,2013-07-26,4,PRODUCE,12.0,0
368546,2013-07-26,5,BEAUTY,5.0,0
368551,2013-07-26,5,CLEANING,776.0,0
368574,2013-07-26,5,PRODUCE,13.0,0
368744,2013-07-26,6,BEAUTY,1.0,0
368749,2013-07-26,6,CLEANING,1014.0,0
368772,2013-07-26,6,PRODUCE,27.0,0
368777,2013-07-26,7,BEAUTY,5.0,0
368782,2013-07-26,7,CLEANING,830.0,0
368805,2013-07-26,7,PRODUCE,33.0,0
368810,2013-07-26,8,BEAUTY,6.0,0
368815,2013-07-26,8,CLEANING,923.0,0
368838,2013-07-26,8,PRODUCE,3.0,0
368843,2013-07-26,9,BEAUTY,6.0,0
368848,2013-07-26,9,CLEANING,1130.0,0
368871,2013-07-26,9,PRODUCE,0.0,0
368876,2013-07-27,1,BEAUTY,3.0,0
368881,2013-07-27,1,CLEANING,485.0,0
368904,2013-07-27,1,PRODUCE,9.0,0
368909,2013-07-27,10,BEAUTY,0.0,0
368914,2013-07-27,10,CLEANING,695.0,0
368937,2013-07-27,10,PRODUCE,0.0,0
369239,2013-07-27,2,BEAUTY,5.0,0
369244,2013-07-27,2,CLEANING,900.0,0
369267,2013-07-27,2,PRODUCE,12.0,0
369602,2013-07-27,3,BEAUTY,6.0,0
369607,2013-07-27,3,CLEANING,1925.0,0
369630,2013-07-27,3,PRODUCE,50.0,0
369965,2013-07-27,4,BEAUTY,5.0,0
369970,2013-07-27,4,CLEANING,915.0,0
369993,2013-07-27,4,PRODUCE,30.0,0
370328,2013-07-27,5,BEAUTY,4.0,0
370333,2013-07-27,5,CLEANING,1090.0,0
370356,2013-07-27,5,PRODUCE,16.0,0
370526,2013-07-27,6,BEAUTY,3.0,0
370531,2013-07-27,6,CLEANING,1097.0,0
370554,2013-07-27,6,PRODUCE,56.0,0
370559,2013-07-27,7,BEAUTY,9.0,0
370564,2013-07-27,7,CLEANING,741.0,0
370587,2013-07-27,7,PRODUCE,45.0,0
370592,2013-07-27,8,BEAUTY,7.0,0
370597,2013-07-27,8,CLEANING,1133.0,0
370620,2013-07-27,8,PRODUCE,10.0,0
370625,2013-07-27,9,BEAUTY,0.0,0
370630,2013-07-27,9,CLEANING,1640.0,0
370653,2013-07-27,9,PRODUCE,0.0,0
370658,2013-07-28,1,BEAUTY,2.0,0
370663,2013-07-28,1,CLEANING,163.0,0
370686,2013-07-28,1,PRODUCE,21.0,0
370691,2013-07-28,10,BEAUTY,4.0,0
370696,2013-07-28,10,CLEANING,583.0,0
370719,2013-07-28,10,PRODUCE,0.0,0
371021,2013-07-28,2,BEAUTY,3.0,0
371026,2013-07-28,2,CLEANING,940.0,0
371049,2013-07-28,2,PRODUCE,12.0,0
371384,2013-07-28,3,BEAUTY,9.0,0
371389,2013-07-28,3,CLEANING,2032.0,0
371412,2013-07-28,3,PRODUCE,19.0,0
371747,2013-07-28,4,BEAUTY,6.0,0
371752,2013-07-28,4,CLEANING,977.0,0
371775,2013-07-28,4,PRODUCE,19.0,0
372110,2013-07-28,5,BEAUTY,6.0,0
372115,2013-07-28,5,CLEANING,1184.0,0
372138,2013-07-28,5,PRODUCE,8.0,0
372308,2013-07-28,6,BEAUTY,6.0,0
372313,2013-07-28,6,CLEANING,1323.0,0
372336,2013-07-28,6,PRODUCE,30.0,0
372341,2013-07-28,7,BEAUTY,4.0,0
372346,2013-07-28,7,CLEANING,711.0,0
372369,2013-07-28,7,PRODUCE,33.0,0
372374,2013-07-28,8,BEAUTY,10.0,0
372379,2013-07-28,8,CLEANING,1170.0,0
372402,2013-07-28,8,PRODUCE,3.0,0
372407,2013-07-28,9,BEAUTY,3.0,0
372412,2013-07-28,9,CLEANING,1657.0,0
372435,2013-07-28,9,PRODUCE,0.0,0
372440,2013-07-29,1,BEAUTY,4.0,0
372445,2013-07-29,1,CLEANING,604.0,0
372468,2013-07-29,1,PRODUCE,4.0,0
372473,2013-07-29,10,BEAUTY,0.0,0
372478,2013-07-29,10,CLEANING,767.0,0
372501,2013-07-29,10,PRODUCE,0.0,0
372803,2013-07-29,2,BEAUTY,3.0,0
372808,2013-07-29,2,CLEANING,692.0,0
372831,2013-07-29,2,PRODUCE,1.0,0
373166,2013-07-29,3,BEAUTY,4.0,0
373171,2013-07-29,3,CLEANING,1523.0,0
